Α.Φ.Μ.,Στοιχεία Οφειλέτη,Διεύθυνση Έδρας,"Τ.Κ., Περιοχή","Βασική οφειλή Δ.Ο.Υ.,Ελεγκτικά Κέντρα",Βασική οφειλή Τελωνείων,Συνεισπραττόμενα Δημοσίου,Σύνολο Δημοσίου,Βασική οφειλή e-Ε.Φ.Κ.Α.,Συνεισπραττόμενα e-Ε.Φ.Κ.Α.,Σύνολο e-Ε.Φ.Κ.Α.,Παρατηρήσεις
093697311,ΣΤΕΡΓΙΟΣ ΠΑΝΑΓΟΣ ΚΑΙ ΣΙΑ ΕΕ ΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ,ΠΑΝ ΓΡΗΓΟΡΟΥΣΗΣ 38,13451 ΖΕΦΥΡΙΟ,"170.008,69",-,"81.255,03","251.263,72",-,-,-,.
099956084,PRISMA ΜΠΑΝΙΟ ΡΙΖΑΚΟΣ ΝΙΚΟΛΑΟΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,ΜΑΡΤΙΟΥ 40,54248 ΘΕΣΣΑΛΟΝΙΚΗ,"152.589,65",-,"98.467,49","251.057,14",-,-,-,.
099842867,ΓΑΤΟΣ ΕΠΕ,ΑΡΙΣΤΟΤΕΛΟΥΣ 164,59033 ΜΑΚΡΟΧΩΡΙ,-,-,-,-,"158.775,44","92.160,91","250.936,35",.
082192444,ΓΕΩΡΓΙΟΣ ΚΑΙ ΧΡΗΣΤΟΣ ΚΟΡΔΟΝΟΥΡ,ΔΗΜ ΡΑΛΛΗ ΚΑΙ ΑΓ ΚΩΝ ΝΟΥ 0,15124 ΜΑΡΟΥΣΙ,-,-,-,-,"157.353,67","93.543,41","250.897,08",.
997844047,ΥΙΟΙ ΑΝ ΚΑΤΣΙΟΥΡΑ ΟΕ,ΚΡΑΝΝΩΝΟΣ 22,41222 ΛΑΡΙΣΑ,"182.744,92",-,"68.112,53","250.857,45",-,-,-,.
999818363,ΜΕΛΑΜΠΙΑΝΑΚΗΣ ΠΙΠΕΡΑΚΗΣ ΟΕ,ΦΟΝΕΣ 0,73007 ΒΡΥΣΕΣ,"175.495,82",-,"75.116,94","250.612,76",-,-,-,.
998732940,VADO ΕΚΜΕΤΑΛΛΕΥΣΗ ΑΚΙΝΗΤΩΝ ΥΠΗΡΕΣΙΕΣ ΚΙΝΗΤΗΣ ΤΗΛΕΦΩΝΙΑΣ ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ,ΛΕΩΦ ΑΝΑΓΥΡΟΥΝΤΟΣ 35,16672 ΒΑΡΗ,"194.139,90",-,"56.426,14","250.566,04",-,-,-,.
997644222,Γ ΚΑΛΛΟΝΙΑΤΗΣ Λ ΜΙΤΣΙ Ν ΜΑΝΤΕΣ ΟΕ,Μ ΑΛΕΞΑΝΔΡΟΥ 141 143,12351 ΑΓ ΒΑΡΒΑΡΑ,"174.015,63",-,"76.523,49","250.539,12",-,-,-,.
081690091,Θ ΛΑΔΑΣ  Σ ΤΣΟΥΚΑΛΑΣ ΟΕ,ΚΑΣΣΑΝΔΡΟΥ 131,54634 ΘΕΣΣΑΛΟΝΙΚΗ,"142.694,81","53.277,52","54.511,77","250.484,10",-,-,-,.
800492262,PC TURNAROUND AIR SERVICE CORP,ΙΛΙΣΟΥ 123,18345 ΜΟΣΧΑΤΟ,-,-,-,-,"217.037,66","33.445,16","250.482,82",.
998465242,Γ ΤΣΙΜΠΕΡΗΣ Η ΤΣΙΦΤΕΛΙΔΗΣ ΟΕ,Γ ΠΑΠΑΝΔΡΕΟΥ 24,54645 ΘΕΣΣΑΛΟΝΙΚΗ,-,-,-,-,"162.136,85","88.335,10","250.471,95",.
800471395,ΓΕΩΡΓΙΟΣ ΚΑΛΟΓΗΡΟΣ ΚΑΙ ΣΙΑ Ε Ε,ΠΑΠΑΚΥΡΙΑΖΗ 53,41222 ΛΑΡΙΣΑ,-,-,-,-,"169.777,22","80.558,46","250.335,68",.
095769841,ΦΑΙΝΟΜΕΝΟΝ ΓΕΝΙΚΗ ΕΜΠΟΡΙΑ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,ΚΑΛΑΒΡΥΤΩΝ 4,17456 ΑΛΙΜΟΣ,"167.457,05",-,"82.809,03","250.266,08",-,-,-,.
997978375,ΡΙΚΟΝΤΟ ΟΠΤΙΚΑ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,ΜΑΝΩΛΑΔΟΣ 3,13123 ΙΛΙΟΝ,"153.952,17",-,"96.191,99","250.144,16",-,-,-,.
998133376,MEEDICO ΔΙΑΧΕΙΡΙΣΗ ΑΚΙΝΗΤΩΝ ΜΟ,ΠΑΜΒΩΤΙΔΟΣ 110,16674 ΓΛΥΦΑΔΑ,-,-,-,-,"158.293,34","91.828,94","250.122,28",.
081937412,Α ΑΝΔΡΙΚΟΠΟΥΛΟΣ ΚΑΙ ΣΙΑ ΟΕ,ΠΑΝΑΓΗ ΒΑΛΛΙΑΝΟΥ 11,28100 ΑΡΓΟΣΤΟΛΙ,-,-,-,-,"154.869,48","95.095,97","249.965,45",.
999220691,ΠΡΟΚΟΠΙΔΗΣ ΣΤΕΦΑΝΟΣ ΚΑΙ ΣΙΑ ΕΕ,3 ΧΛΜ ΣΙΝΔΟΥ ΧΑΛΑΣΤΡΑΣ 0,57300 ΧΑΛΑΣΤΡΑ,"202.034,84",-,"47.890,01","249.924,85",-,-,-,.
801076934,DV CONSULTING ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ,ΛΑΡΙΣΗΣ 32,11524 ΑΘΗΝΑ,"208.491,29",-,"41.404,15","249.895,44",-,-,-,.
099381180,ΘΩΜΑΣ ΝΤΕΛΙΟΠΟΥΛΟΣ ΚΑΙ ΣΙΑ ΕΕ,Κ Λ Θ  Γ 31-32Γ,54628 ΘΕΣΣΑΛΟΝΙΚΗ,"173.757,72",-,"76.105,88","249.863,60",-,-,-,.
099378949,ΑΦΟΙ ΣΠΥΡΟΓΛΟΥ ΚΑΙ ΣΙΑ ΕΕ,ΜΠΑΛΤΑΔΩΡΟΥ 11,54631 ΘΕΣΣΑΛΟΝΙΚΗ,-,-,-,-,"160.291,80","89.563,75","249.855,55",.
999678000,Π ΔΡΕΤΑΚΗΣ Φ ΛΕΙΒΑΔΙΤΗ ΟΕ,ΒΙΠΕ ΗΡΑΚΛΕΙΟΥ ΟΔΟΣ Π ΚΑΙ Κ 0,71601 ΝΕΑ ΑΛΙΚΑΡΝΑΣΣΟΣ,"165.901,49",-,"83.868,25","249.769,74",-,-,-,.
095640850,ΤΡΙΤΩΝ ΕΠΕ,ΚΑΝΑΡΗ 17,18648 ΔΡΑΠΕΤΣΩΝΑ,"176.349,93",-,"73.382,57","249.732,50",-,-,-,.
997857878,ESTELAR ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,ΠΛΑΤΕΙΑ ΚΟΡΝΑΡΟΥ 25,71201 ΗΡΑΚΛΕΙΟ,"151.744,73",-,"97.951,26","249.695,99",-,-,-,.
095517686,ΧΡΙΣΜΑΡ ΓΙΩΤΙΓΚ ΕΠΕ,ΑΚΤΗ ΜΙΑΟΥΛΗ 81,18538 ΠΕΙΡΑΙΑΣ,-,"161.337,61","88.356,35","249.693,96",-,-,-,.
082206060,ΣΠΥΡΙΔΩΝ Δ ΣΤΑΜΑΤΕΛΟΣ ΚΑΙ ΣΙΑ,ΗΡ ΠΟΛΥΤΕΧΝΕΙΟΥ 5,14671 Ν ΕΡΥΘΡΑΙΑ,-,-,-,-,"157.476,78","91.862,63","249.339,41",.
801270165,B I S  INTERNATIONAL BAZAAR SERVICES Ε Ε,ΠΡΕΜΕΤΗΣ 8,13562 ΑΓ ΑΝΑΡΓΥΡΟΙ,"198.626,92",-,"50.699,39","249.326,31",-,-,-,.
997012010,ΧΡΗΣΤΟΣ ΓΙΟΒΑΣ ΚΑΙ ΣΙΑ ΕΕ,ΣΥΛΙΒΑΙΝΙΩΤΙΚΑ ΑΙΓΑΙΟΥ 17,25006 ΑΚΡΑΤΑ,"193.536,53",-,"55.758,70","249.295,23",-,-,-,.
094365480,ΑΝΩΝΥΜΟΣ ΒΙΟΤΕΧΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙ,ΚΑΤΩ ΣΥΧΑΙΝΑ 0,26500 ΠΑΤΡΑ,-,-,-,-,"181.026,32","68.045,37","249.071,69",.
998040319,ΑΓΓΕΛΟΣ ΚΑΛΟΦΑΣ ΚΑΙ ΣΙΑ EE,ΣΠΥΡΟΥ ΖΕΡΒΟΥ 7,18547 ΠΕΙΡΑΙΑΣ,"158.062,92",-,"90.917,27","248.980,19",-,-,-,.
800903866,THERMAL TECHNIK ΤΕΧΝΟΛΟΓΙΚΕΣ ΕΦΑΡΜΟΓΕΣ ΘΕΡΜΙΚΗΣ ΚΑΤΕΡΓΑΣΙΑΣ  ΜΟΝΟΠΡΟΣΩΠΗ  ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,ΑΧΑΡΝΩΝ   ΚΑΜΙΝΙΑ 6,18540 ΠΕΙΡΑΙΑΣ,"217.870,99",-,"31.052,89","248.923,88",-,-,-,.
999721589,ΣΤΕΦΑΝΟΣ ΖΑΧΑΡΙΑΔΗΣ ΚΑΙ ΣΙΑ ΕΕ,ΠΑΡΚΟ ΕΛΕΥΘΕΡΙΑΣ 0,11521 ΑΘΗΝΑ,-,-,-,-,"157.191,25","91.670,11","248.861,36",.
090111974,ΔΙΑΔΗΜΟΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΣΦΑΓΕΙΩ,ΑΣΜΑΚΙ ΜΑΓΟΥΛΑ ΤΥΡΝΑΒΟΣ 0,40100 ΤΥΡΝΑΒΟΣ,-,-,-,-,"155.789,62","93.036,17","248.825,79",.
095730080,ΝΕΑ ΔΙΑΣΤΑΣΗ ΑΦΕΣ ΔΡΑΝΙΤΣΑ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,ΚΑΥΤΑΤΖΟΓΛΟΥ 22,54639 ΘΕΣΣΑΛΟΝΙΚΗ,"153.689,39",-,"94.936,18","248.625,57",-,-,-,.
095537808,ΕΜΠΟΡΙΚΗ   ΓΛΥΚΟΣ ΕΠΕ,ΗΠΕΙΡΟΥ 60,10439 ΑΘΗΝΑ,"170.262,15",-,"78.251,59","248.513,74",-,-,-,.
999397080,ΑΡΧΑΓΓΕΛΟΣ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΞΥΛΟΥ,ΙΕΡΑ ΟΔΟΣ 174,12242 ΑΙΓΑΛΕΩ,"152.114,28",-,"96.145,23","248.259,51",-,-,-,.
099520817,ΕΜΜΑΝΟΥΗΛ ΔΗΜ ΑΜΟΥΡΓΙΑΝΟΣ ΚΑΙ,ΕΥΑΓΓΕΛΙΣΤΡΙΑΣ 2,10563 ΑΘΗΝΑ,-,-,-,-,"189.657,76","58.583,24","248.241,00",.
999110190,ΑΦΟΙ  ΜΗΝΟΠΟΥΛΟΙ ΟΕ,ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ 0,59100 ΒΕΡΟΙΑ,"180.300,19",-,"67.826,37","248.126,56",-,-,-,.
999605333,ΓΕΩΡΓΙΟΣ ΚΟΝΤΟΣ ΜΟΝΟΠΡΟΣΩΠΗ ΤΕΧΝΙΚΗ ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ ΕΠΕ,ΑΓ ΒΑΡΒΑΡΑΣ 89,17563 Π ΦΑΛΗΡΟ,"177.967,00",-,"70.158,13","248.125,13",-,-,-,.
084275990,Ι ΚΑΙ Δ ΣΑΡΑΝΤΟΠΟΥΛΟΣ ΚΑΙ ΣΙΑ,ΓΕΡΟΥΛΑΝΟΥ 81,16452 ΑΡΓΥΡΟΥΠΟΛΗ,-,-,-,-,"178.947,28","69.150,80","248.098,08",.
800824120,VAK ΜΟΝΟΠΡΟΣΩΠΗ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛ,ΣΑΡΔΕΩΝ 1,14341 Ν ΦΙΛΑΔΕΛΦΕΙΑ,-,-,-,-,"196.188,83","51.889,05","248.077,88",.
094418453,ΕΚΔΟΤΙΚΕΣ ΡΑΔΙΟΤΗΛΕΟΠΤΙΚΕΣ ΕΜΠΟΡΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΣΥΜΒΟΥΛΟΣ ΕΠΙΧΕΙΡΗΣΕΩΝ MARKETING ΕΡΓΑΣΤΗΡΙΑ ΕΛΕΥΘΕ,ΜΕΝΑΝΔΡΟΥ 54,10431 ΑΘΗΝΑ,"151.111,59",-,"96.869,48","247.981,07",-,-,-,.
997256606,ΓΟΝΙΔΕΛΛΗ Α ΚΑΙ ΣΙΑ ΕΕ,ΚΟΜΝΗΝΑΚΗ 16,81100 ΜΥΤΙΛΗΝΗ,-,-,-,-,"174.743,99","73.135,42","247.879,41",.
999835716,ΚΩΝΣΤΑΝΤΙΝΟΣ ΤΑΣΙΟΣ ΚΑΙ ΣΙΑ ΟΕΕ,ΚΑΛΟΧΩΡΙ 0,52050 ΜΕΣΟΠΟΤΑΜΙΑ,"151.609,79",-,"96.245,98","247.855,77",-,-,-,.
800474902,FITNET ΕΛΛΑΣ ΟΡΓΑΝΩΣΗ ΓΥΜΝΑΣΤΗ,ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ 35-37,16675 ΓΛΥΦΑΔΑ,-,-,-,-,"162.120,85","85.359,28","247.480,13",.
800328204,C D B COSMETICS ΕΜΠΟΡΙΑ ΚΑΛΛΥΝ,ΜΕΝΑΝΔΡΟΥ 3Α,12134 ΠΕΡΙΣΤΕΡΙ,-,-,-,-,"176.340,68","71.099,21","247.439,89",.
801566216,TECH SOLUTION ΜΟΝΟΠΡΟΣΩΠΗ Ι Κ,ΠΑΠΑΝΔΡΕΟΥ ΓΕΩΡΓΙΟΥ 211,14452 ΜΕΤΑΜΟΡΦΩΣΗ,-,-,-,-,"217.498,39","29.849,10","247.347,49",.
997789656,Γ ΣΑΧΙΝΗΣ ΚΑΙ ΣΙΑ  ΕΕ,ΣΟΦΟΚΛΗ ΒΕΝΙΖΕΛΟΥ ΚΑΙ ΜΙΝΩΟΣ ΠΕΛΑΣΓΩΝ 0,71303 ΗΡΑΚΛΕΙΟ,"150.645,23",-,"96.654,44","247.299,67",-,-,-,.
999261279,ΣΤΙΝΗΣ ΑΓΓΕΛΟΣ ΚΑΙ ΣΙΑ ΕΕ,ΔΑΒΑΚΗ 15,57008 ΔΙΑΒΑΤΑ,"169.688,26",-,"77.494,65","247.182,91",-,-,-,.
094320578,ΜΠΑΚΟΓΕΩΡΓΟΣ ΣΠΥΡΟΣ Γ ΑΒΕΕ ΕΠΙΠΛΩΝ ΜΠΑΚΟ ΑΕ,ΣΤΡΟΠΩΝΕΣ 0,34014 ΣΤΕΝΗ,"152.168,82",-,"95.003,14","247.171,96",-,-,-,.
800326837,DOKO SPIRIDHULLA KAI ΣΙΑ ΟΕ,ΑΝΔΡΟΥΤΣΟΥ 21,45500 ΕΛΕΟΥΣΑ ΙΩΑΝΝΙΝΩΝ,"172.618,78",-,"74.394,30","247.013,08",-,-,-,.
998944591,ΕΛΕΝΗ Ν ΓΟΥΛΑ Κ ΣΙΑ ΟΕ,ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ 1,46100 ΗΓΟΥΜΕΝΙΤΣΑ,"167.798,01",-,"79.165,09","246.963,10",-,-,-,.
095648926,ΧΑΤΖΗΣΤΕΦΑΝΗΣ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,ΑΜΠΑΒΡΗΣ 0,85300 ΚΩΣ,"159.093,75",-,"87.866,76","246.960,51",-,-,-,.
082293187,ΠΑΠΑΙΩΑΝΝΟΥ Α ΧΑΡΑΛΑΜΠΟΣ ΠΑΠΑΓΕΩΡΓΙΟΥ Γ ΓΡΗΓΟΡΙΑ ΟΕ,ΒΙΠΕ ΛΑΡΙΣΑΣ 0,41500 ΛΑΡΙΣΑ,"157.387,31",-,"89.563,12","246.950,43",-,-,-,.
800807934,ΡΟΥΣΣΟΣ ΜΕΤΑΦΟΡΙΚΗ ΙΚΕ,ΒΙΤΩΛΙΩΝ 21,18545 ΠΕΙΡΑΙΑΣ,-,-,-,-,"201.815,23","44.962,34","246.777,57",.
081850945,ΣΤΕΦΑΝΟΣ ΑΒΡΑΜΙΔΗΣ ΚΑΙ ΥΙΟΙ ΗΛΕΚΤΡΟΛΟΓΙΚΑ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΑ ΕΙΔΗ ΟΕ,ΠΕΛΟΠΙΔΑ 8,54250 ΘΕΣΣΑΛΟΝΙΚΗ,"167.560,05",-,"79.207,40","246.767,45",-,-,-,.
801230180,ΟΜΙΚΡΟΝ ΙΔΙΩΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΠΑΡΟΧΗΣ ΥΠΗΡΕΣΙΩΝ ΑΣΦΑΛΕΙΑΣ ΜΟΝΟΠΡΟΣΩΠΗ Ι Κ Ε,ΔΩΡΟΥ 9,10432 ΑΘΗΝΑ,"207.011,48",-,"39.738,31","246.749,79",-,-,-,.
800761478,SC ΦΑΡΜΑΚΕΥΤΙΚΑ ΜΟΝΟΠΡΟΣΩΠΗ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,ΜΑΡΚΟΥ ΜΠΟΤΣΑΡΗ 64,13231 ΠΕΤΡΟΥΠΟΛΗ,"177.086,57",-,"69.558,51","246.645,08",-,-,-,.
081452513,ΑΔΕΛΦΟΙ Ε ΜΑΡΑΚΑΚΗ ΟΕ,ΜΥΛΟΙ ΒΛΑΤΟΣ 0,73400 ΚΙΣΣΑΜΟΣ,"185.168,14",-,"61.367,01","246.535,15",-,-,-,.
800119812,ΓΕΩΡΓΙΟΣ ΠΟΥΡΣΑΙΤΙΔΗΣ ΜΟΝΟΠΡΟΣ,28 ΧΙΛ  ΕΟ  ΘΕΣΣΑΛΟΝΙΚΗΣ  ΝΕΩΝ ΜΟΥΔΑΝΙΩΝ 0,57500 ΕΠΑΝΟΜΗ,-,-,-,-,"154.736,98","91.749,69","246.486,67",.
099150549,ΠΑΝΕΛΛΗΝΙΑ ΟΜΟΣΠΟΝΔΙΑ ΚΙΚ ΜΠΟΞΙΝΓΚ PANHELLENIC KICK BOXING FEDERATION,ΑΡΤΑΚΗΣ ΚΑΙ ΕΛΛΗΣΠΟΝΤΟΥ 00,13341 ΑΝΩ ΛΙΟΣΙΑ,"179.067,19",-,"67.393,03","246.460,22",-,-,-,.
999366711,ΜΟΥΝΤΑΝΟΥ Μ ΚΑΙ ΣΙΑ ΕΕ,ΤΟΣΙΤΣΑ 3,14561 ΚΗΦΙΣΙΑ,-,-,-,-,"150.739,05","95.650,62","246.389,67",.
800611206,ΑΓΚΝΟΥΣ ΝΤΕΙ ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ,ΚΩΛΕΤΤΗ 11,13123 ΙΛΙΟΝ,-,-,-,-,"159.326,35","86.940,05","246.266,40",.
094321723,ΑΝΩΝΥΜΟΣ ΒΙΟΤΕΧΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΓΡΑΦΙΚΩΝ ΤΕΧΝΩΝ Δ ΛΑΓΙΑΣ Ε ΣΟΥΒΑΤΖΙΔΑΚΗΣ ΑΕ,ΑΝΝΗΣ ΜΑΡΙΑΣ 7,15354 ΓΛΥΚΑ ΝΕΡΑ,"163.343,67",-,"82.756,43","246.100,10",-,-,-,.
997909321,LOK ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,ΠΛΑΤ ΣΙΔ ΣΤΑΘΜΟΥ ΚΑΙ ΚΕΦΑΛΑ 0,24100 ΚΑΛΑΜΑΤΑ,"163.353,87",-,"82.636,64","245.990,51",-,-,-,.
094371173,ΒΕΛΒΑ ΑΝΩΝΥΜΟΣ ΕΜΠΟΡΙΚΗ ΒΙΟΤΕΧΝΙΚΗ ΕΤΑΙΡΙΑ ΧΗΜΙΚΑ ΠΡΟΙΟΝΤΑ,ΒΙΠΕ ΝΕΟΧΩΡΟΥΔΑΣ 0,54500 ΝΕΟΧΩΡΟΥΔΑ,"167.298,59",-,"78.637,50","245.936,09",-,-,-,.
998930132,ΜΠΑΡΓΚΟ  ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ ΤΕΧΝΙΚΗ ΚΑΤΑΣΚΕΥΑΣΤΙΚΗ ΕΠΕΝΔΥΤΙΚΗ ΚΤΗΜΑΤΟΜΕΣΙΤΙΚΕΣ ΥΠΗΡΕΣΙΕΣ,ΥΔΡΑΣ 26,11362 ΑΘΗΝΑ,"185.050,41",-,"60.876,68","245.927,09",-,-,-,.
094343069,ΣΑΟΣ ΑΝΩΝΥΜΗ ΝΑΥΤΙΛΙΑΚΗ ΕΤΑΙΡΕΙΑ ΣΑΜΟΘΡΑΚΗΣ ΥΠΟ ΕΚΚΑΘΑΡΙΣΗ,ΚΑΜΑΡΙΩΤΙΣΣΑ 0,68002 ΣΑΜΟΘΡΑΚΗ,"186.653,96",-,"59.109,97","245.763,93",-,-,-,.
094243151,ΑΚΑ  ΕΙΣΑΓΩΓΑΙ ΕΙΔΩΝ ΑΥΤΟΚΙΝΗΤΟΥ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ,ΕΟ ΑΓΡΙΝΙΟΥ ΑΝΤΙΡΡΙΟΥ ΘΕΣΗ ΣΤΡΟΓΓΥΛΑΙΙΚΑ 0,30100 ΑΓΡΙΝΙΟ,"163.340,50",-,"82.285,68","245.626,18",-,-,-,.
800922440,MEDI NATURAL BEAUTY ΙΔΙΩΤΙΚΟ Ι,ΜΗΤΡΟΠΟΛΕΩΣ 3,10557 ΑΘΗΝΑ,-,-,-,-,"197.353,52","48.225,87","245.579,39",.
801081342,ΣΩΤΗΡΙΟΣ ΚΑΜΠΑΝΟΠΟΥΛΟΣ ΚΑΙ ΣΙΑ ΟΕ,ΚΑΡΑΟΛΗ ΔΗΜΗΤΡΙΟΥ 105,18345 ΜΟΣΧΑΤΟ,"192.700,30",-,"52.829,29","245.529,59",-,-,-,.
094434594,ΑΡΧΙΚΟΝ ΤΕΧΝΙΚΕΣ ΞΕΝΟΔΟΧΕΙΑΚΕΣ,ΣΕΜΙΤΕΛΟΥ 9,11528 ΑΘΗΝΑ,-,-,-,-,"205.305,63","40.223,79","245.529,42",.
999824369,PIONEER LONDON  ΠΑΙΟΝΕΡ ΛΟΝΤΟΝ,10 ΧΛΜ ΕΘΝ ΟΔ  ΚΑΤΕΡΙΝΗΣ ΑΘΗΝΩΝ 0,60200 ΛΙΤΟΧΩΡΟ,-,-,-,-,"176.248,84","69.255,55","245.504,39",.
094200010,ΔΟΜΟΣ ΓΕΝΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΟΙΚΙΣΜΟΣ ΝΕΑΣ ΓΩΝΙΑΣ ΧΑΛΚΙΔΙΚΗΣ,ΝΕΑ ΓΩΝΙΑ 0,63080 Ν ΚΑΛ/ΚΡΑΤΕΙΑ,"178.213,88",-,"67.243,65","245.457,53",-,-,-,.
998764487,Ν ΣΚΕΥΑΚΗΣ ΚΑΙ ΣΙΑ ΟΕ,ΤΥΡΦΗΣ 18,16345 ΗΛΙΟΥΠΟΛΗ,"152.778,95",-,"92.669,66","245.448,61",-,-,-,.
800619241,ΜΑΝΠΑΟΥΕΡ ΕΞΠΕΡΤ ΓΚΡΟΥΠ ΜΟΝΟΠΡΟΣΩΠΗ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,Λ ΔΗΜΟΚΡΑΤΙΑΣ 58,19300 ΑΣΠΡΟΠΥΡΓΟΣ,"199.661,08",-,"45.624,69","245.285,77",-,-,-,.
099995466,Β ΚΑΙ Κ ΘΕΟΧΑΡΟΠΟΥΛΟΣ ΟΕ,Β ΚΩΝΣΤΑΝΤΙΝΟΥ 19,59033 ΜΑΚΡΟΧΩΡΙ,"151.242,38",-,"94.009,97","245.252,35",-,-,-,.
800512738,I P LIBERTYPRESS ΜΟΝΟΠΡΟΣΩΠΗ Ι,ΣΟΛΩΜΟΥ 4,15341 ΑΓ ΠΑΡΑΣΚΕΥΗ,-,-,-,-,"165.839,62","79.369,96","245.209,58",.
997674459,ΜΗΤ ΦΑΚΤΟΡΙ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΠΕΞΕΡΓΑΣΙΑΣ ΚΡΕΑΤΟΣ,ΒΑΛΑΩΡΙΤΟΥ 7,10671 ΑΘΗΝΑ,"150.580,70",-,"94.568,29","245.148,99",-,-,-,.
999800986,ΑΠΤΟΥΛΑ ΟΓΛΟΥ ΜΠΕΣΗΜ ΚΑΙ ΣΙΑ ΟΕ,ΠΕΖΟΥΛΑ 0,67061 ΑΒΔΗΡΑ,"148.030,34","4.691,81","92.426,40","245.148,55",-,-,-,.
801480734,POWER METAL SCRAP ΠΕΙΡΑΙΑΣ ΜΟΝΟΠΡΟΣΩΠΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,ΦΙΛΩΝΟΣ 41,18535 ΠΕΙΡΑΙΑΣ,"208.456,11",-,"36.671,65","245.127,76",-,-,-,.
801218707,ΣΤΑΡ ΚΑΦΕ ΜΟΝΟΠΡΟΣΩΠΗ ΙΔΙΩΤΙΚΗ,ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ 143,17672 ΚΑΛΛΙΘΕΑ,-,-,-,-,"209.947,80","35.080,84","245.028,64",.
093462699,ΜΙΧΑΗΛ Ι ΤΣΙΠΛΑΚΙΔΗΣ ΚΑΙ ΣΙΑ Ε,ΑΡΧΙΛΟΧΟΥ 2,15772 ΖΩΓΡΑΦΟΥ,-,-,-,-,"172.341,15","72.666,17","245.007,32",.
998233603,ΗΛΕΥΣ ΞΕΝΟΔΟΧΕΙΑΚΗ ΤΟΥΡΙΣΤΙΚΗ ΕΜΠΟΡΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,ΝΟΤΑΡΑ 101,20100 ΚΟΡΙΝΘΟΣ,"181.738,18",-,"63.174,60","244.912,78",-,-,-,.
997368929,ΥΠΟ ΕΚΚΑΘΑΡΙΣΗ ΓΕΩΡΓΙΟΣ ΔΟΓΑΝΟΓΛΟΥ ΚΑΙ ΣΙΑ ΟΕ,ΓΕΩΡΓΙΟΥ ΓΕΝΝΗΜΑΤΑ 157,16562 ΓΛΥΦΑΔΑ,"184.732,52",-,"60.173,27","244.905,79",-,-,-,.
998223775,WESTFALIA TECHNOLOGIES ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,6 ΧΛΜ  ΠΕΟ ΛΑΡΙΣΗΣ ΑΘΗΝΩΝ 0,41500 ΛΑΡΙΣΑ,"195.038,26",-,"49.846,00","244.884,26",-,-,-,.
